"rk","player","pos","age","g","mp","per","tspercent","x3par","ftr","orbpercent","drbpercent","trbpercent","astpercent","stlpercent","blkpercent","tovpercent","usgpercent","ows","dws","ws","ws_48","obpm","dbpm","bpm","vorp","gs","fg","fga","fgpercent","x3p","x3pa","x3ppercent","x2p","x2pa","x2ppercent","efgpercent","ft","fta","ftpercent","orb","drb","trb","ast","stl","blk","tov","pf","pts","mvp","roy","dpoy","smoy","mip"
1,"Kareem Abdul-Jabbar","C",41,74,1695,12.9,0.511,0.005,0.25,7.3,14.2,11,6.1,1.1,2.9,11.5,20.1,0.9,2,2.9,0.082,-2.3,0,-2.3,-0.1,74,4.2,8.9,0.475,0,0,0,4.2,8.9,0.477,0.475,1.6,2.2,0.739,1.4,3.1,4.5,1,0.5,1.1,1.3,2.6,10.1,0,0,0,0,0
2,"Mark Acres","C",26,62,632,8.2,0.507,0.009,0.421,10.9,15.6,13.3,3.7,1.5,0.6,14.5,10.4,0.4,0.5,0.9,0.066,-2.1,-0.4,-2.5,-0.1,0,0.9,1.8,0.482,0,0,1,0.9,1.8,0.478,0.487,0.4,0.8,0.542,1,1.4,2.4,0.3,0.3,0.1,0.4,1.5,2.2,0,0,0,0,0
3,"Michael Adams","PG",26,77,2787,17.5,0.567,0.431,0.363,2.5,8.3,5.2,22.2,2.7,0.2,12.5,19.7,5.4,2.9,8.3,0.143,3.8,-0.6,3.2,3.7,77,6.1,14.1,0.433,2.2,6.1,0.356,3.9,8,0.49,0.509,4.2,5.1,0.819,0.9,2.8,3.7,6.4,2.2,0.1,2.3,1.9,18.5,0,0,0,0,0
4,"Mark Aguirre","SF",29,80,2597,16.4,0.524,0.137,0.309,6.4,10,8.3,17.9,0.9,0.8,12.6,27.4,2.4,2.1,4.5,0.082,1.7,-1.2,0.5,1.7,76,7.3,15.9,0.461,0.6,2.2,0.293,6.7,13.7,0.488,0.481,3.6,4.9,0.733,1.8,3,4.8,3.5,0.6,0.5,2.6,2.9,18.9,0,0,0,0,0
5,"Danny Ainge","PG",29,73,2377,18,0.554,0.29,0.228,3.3,8.7,6,25.3,1.9,0.2,11.1,22.6,5.2,1.4,6.7,0.135,4,-1.6,2.3,2.6,54,6.6,14.4,0.457,1.6,4.2,0.38,5,10.2,0.488,0.512,2.8,3.3,0.854,1,2.5,3.5,5.5,1.3,0.1,2,2.5,17.5,0,0,0,0,0
6,"Mark Alarie","PF",25,74,1141,13.3,0.531,0.088,0.202,9.5,15.2,12.2,7.8,1,1.1,11.7,18.7,1.2,1,2.2,0.093,-0.7,-1,-1.8,0.1,5,2.8,5.8,0.478,0.2,0.5,0.342,2.6,5.3,0.491,0.493,1,1.2,0.839,1.4,2.1,3.4,0.9,0.3,0.3,0.8,2.2,6.7,0,0,0,0,0
7,"Steve Alford","PG",24,66,906,11.9,0.522,0.17,0.188,1.1,6.8,4,13.2,2.2,0.2,11.4,16.6,0.7,0.7,1.4,0.072,-1.7,-1.8,-3.5,-0.3,3,2.2,4.9,0.457,0.3,0.8,0.364,1.9,4.1,0.476,0.488,0.8,0.9,0.82,0.2,0.9,1.1,1.4,0.7,0,0.7,0.9,5.5,0,0,0,0,0
9,"Greg Anderson","PF",24,82,2401,14.9,0.516,0.003,0.441,11.2,20.2,15.5,3.7,2,2.6,14.2,20.6,0.4,3.1,3.4,0.069,-2.4,-0.1,-2.5,-0.3,56,5.6,11.1,0.503,0,0,0,5.6,11.1,0.505,0.503,2.5,4.9,0.514,3.1,5.1,8.2,0.7,1.2,1.3,2.2,2.7,13.7,0,0,0,0,0
11,"Richard Anderson","PF",28,72,1082,12,0.509,0.405,0.109,6,17.5,11.6,11.4,1.9,0.6,12.9,14.9,0.9,1.2,2.1,0.093,-0.7,0,-0.7,0.4,3,2,4.8,0.417,0.7,2,0.348,1.3,2.9,0.464,0.487,0.4,0.5,0.842,0.9,2.3,3.2,1.4,0.6,0.2,0.8,1.4,5.2,0,0,0,0,0
12,"Ron Anderson","SF",30,82,2618,15.3,0.531,0.01,0.199,7.1,10.3,8.7,7.9,1.3,0.5,9.1,21.9,3.5,0.9,4.4,0.081,0.7,-1.7,-1,0.7,12,6.9,14,0.491,0,0.1,0.182,6.9,13.9,0.494,0.492,2.4,2.8,0.856,2,2.9,5,1.7,0.9,0.3,1.5,2,16.2,0,0,0,0,0
13,"Willie Anderson","SF",22,81,2738,16.6,0.534,0.016,0.225,5.8,11.1,8.4,21.1,2.5,1.4,15.6,23.8,2.1,2.8,4.9,0.085,0.9,0.6,1.5,2.4,79,7.9,15.9,0.498,0,0.3,0.19,7.9,15.6,0.503,0.5,2.8,3.6,0.775,1.9,3.3,5.1,4.6,1.9,0.8,3.2,3.6,18.6,0,0,0,0,0
14,"John Bagley","PG",28,68,1642,11.3,0.467,0.112,0.256,2.4,7.6,4.9,33.1,2.1,0.2,22.9,17.3,-0.6,1,0.4,0.013,-2.5,-1.5,-4,-0.8,20,2.9,7.1,0.416,0.2,0.8,0.204,2.8,6.3,0.443,0.427,1.3,1.8,0.724,0.5,1.6,2.1,5.8,1.1,0.1,2.3,1.7,7.4,0,0,0,0,0
15,"Thurl Bailey","SF",27,82,2777,15.6,0.544,0.004,0.346,5,12.3,8.9,8.5,0.8,2,12.4,25.5,2.4,4.1,6.5,0.113,-1.1,0.3,-0.8,0.8,3,7.5,15.5,0.483,0,0.1,0.4,7.5,15.5,0.484,0.484,4.4,5.4,0.825,1.4,4,5.5,1.7,0.6,1.1,2.5,2.3,19.5,0,0,0,0,0
18,"Charles Barkley","PF",25,79,3088,27,0.653,0.134,0.661,14.5,21.3,17.9,16,2,1.3,14,24.4,13.2,2.9,16.1,0.25,8.5,1.3,9.8,9.2,79,8.9,15.3,0.579,0.4,2.1,0.216,8.4,13.2,0.636,0.594,7.6,10.1,0.753,5.1,7.4,12.5,4.1,1.6,0.8,3.2,3.3,25.8,0,0,0,0,0
19,"John Battle","SG",26,82,1672,13.5,0.532,0.054,0.379,1.9,7.3,4.6,17.1,1.2,0.3,12.4,20.4,2.2,1,3.2,0.092,-0.4,-2.1,-2.5,-0.2,0,3.5,7.7,0.457,0.1,0.4,0.324,3.4,7.2,0.465,0.466,2.4,2.9,0.815,0.4,1.3,1.7,2.4,0.5,0.1,1.3,1.5,9.5,0,0,0,0,0
20,"Benoit Benjamin","C",24,79,2585,17.4,0.593,0.002,0.47,6.8,21.9,14.4,8.7,1,4.7,17.8,20.3,2.3,2.9,5.1,0.095,-1.3,1.6,0.4,1.5,62,6.2,11.5,0.541,0,0,0,6.2,11.5,0.543,0.541,4,5.4,0.744,2.1,6.7,8.8,2,0.7,2.8,3,2.8,16.4,0,0,0,0,0
21,"Ricky Berry","SG",24,64,1406,13.1,0.552,0.282,0.293,4.3,10.9,7.5,8.5,1.3,0.9,11.4,21.1,1.6,0.8,2.4,0.083,0,-1.8,-1.7,0.1,21,4,8.9,0.45,1,2.5,0.406,3,6.4,0.467,0.507,2,2.6,0.789,0.9,2.2,3.1,1.3,0.6,0.3,1.3,3.1,11,0,0,0,0,0
22,"Walter Berry","PF",24,69,1355,13.2,0.54,0.004,0.285,6.9,14.8,10.8,8.5,1,2.1,13.6,19.5,1,1.4,2.4,0.085,-1.9,-0.1,-2,0,31,3.7,7.3,0.507,0,0,0.5,3.7,7.2,0.507,0.508,1.4,2.1,0.699,1.2,2.6,3.9,1.1,0.4,0.7,1.3,2.7,8.8,0,0,0,0,0
26,"Rolando Blackman","SG",29,78,2946,15.9,0.543,0.068,0.296,2.6,7.5,5.1,15.8,1.1,0.4,10.5,23.2,4.2,1.4,5.7,0.092,1.1,-1.7,-0.6,1,78,7.6,16,0.476,0.4,1.1,0.353,7.2,14.9,0.485,0.488,4.1,4.7,0.854,0.9,2.6,3.5,3.7,0.8,0.3,2.1,1.8,19.7,0,0,0,0,0
27,"Muggsy Bogues","PG",24,79,1755,15.3,0.463,0.031,0.211,3.2,7.4,5.2,46.2,3,0.2,21.4,13.6,1.6,1,2.6,0.07,-1.2,-1.9,-3.1,-0.5,21,2.3,5.3,0.426,0,0.2,0.077,2.2,5.1,0.437,0.427,0.8,1.1,0.75,0.7,1.4,2.1,7.8,1.4,0.1,1.6,1.8,5.4,0,0,0,0,0
28,"Manute Bol","C",26,80,1769,9.8,0.421,0.265,0.192,6.6,19.5,13.1,1.8,0.3,10.8,17.5,9.7,-1.2,2.8,1.7,0.046,-5.7,4.7,-1,0.4,4,1.6,4.3,0.369,0.3,1.1,0.22,1.3,3.2,0.423,0.398,0.5,0.8,0.606,1.5,4.3,5.8,0.3,0.1,4.3,1,2.8,3.9,0,0,0,0,0
32,"Adrian Branch","SF",25,67,811,15.7,0.509,0.071,0.275,8.2,9.6,8.8,10.8,2.6,0.2,11.6,26.3,0.7,0.8,1.5,0.087,-0.4,-2.2,-2.6,-0.1,4,3,6.5,0.463,0.1,0.5,0.226,2.9,6,0.481,0.471,1.3,1.8,0.725,0.9,1,2,0.9,0.7,0,1,1.5,7.4,0,0,0,0,0
34,"Frank Brickowski","C",29,64,1822,15,0.563,0.003,0.43,8.5,16.3,12.2,10.4,2.6,1.1,17.5,20.1,1.4,2.2,3.6,0.094,-0.5,0.9,0.4,1.1,60,5.3,10.2,0.515,0,0,0,5.3,10.2,0.517,0.515,3.1,4.4,0.715,2.3,4,6.3,2,1.6,0.5,2.6,3.9,13.7,0,0,0,0,0
35,"Scott Brooks","PG",23,82,1372,14,0.533,0.412,0.186,1.5,6.2,3.8,28.9,2.4,0.1,13.9,14.1,2.3,0.6,2.9,0.103,1.2,-2.7,-1.4,0.2,6,1.9,4.5,0.42,0.7,1.9,0.359,1.2,2.7,0.463,0.495,0.7,0.8,0.884,0.2,0.9,1.1,3.7,0.8,0,0.8,1.4,5.2,0,0,0,0,0
36,"Mike Brown","C",25,66,1051,8.4,0.491,0,0.524,10.5,16.3,13.6,5.5,1.2,1,20.1,15.4,-0.4,1.8,1.4,0.064,-3.8,1.2,-2.6,-0.2,16,1.6,3.8,0.419,0,0,NA,1.6,3.8,0.419,0.419,1.4,2,0.708,1.4,2.5,3.9,0.6,0.4,0.3,1.2,2,4.5,0,0,0,0,0
38,"Mark Bryant","PF",23,56,803,9.1,0.505,0,0.279,8.5,15.9,12.1,5.3,1.2,0.5,12.9,15.3,0.4,0.7,1.1,0.063,-2.9,-1.2,-4.1,-0.4,32,2.1,4.4,0.486,0,0,NA,2.1,4.4,0.486,0.486,0.7,1.2,0.58,1.2,2,3.2,0.6,0.4,0.1,0.7,2.6,5,0,0,0,0,0
40,"Michael Cage","PF",27,80,2536,14.7,0.553,0.006,0.421,11.8,22.3,16.9,6.4,1.7,1.2,14.2,13.7,3.7,2.9,6.7,0.126,0.3,1.3,1.6,2.3,71,3.9,7.9,0.498,0,0.1,0,3.9,7.8,0.502,0.498,2.5,3.3,0.743,3.5,6.1,9.6,1.6,1.2,0.7,1.6,2.3,10.3,0,0,0,0,0
41,"Tony Campbell","SF",26,63,787,12.5,0.508,0.061,0.241,8,10.2,9.2,8.5,2.3,0.4,14,23.3,0.2,0.9,1.1,0.065,-1.9,-1.5,-3.4,-0.3,2,2.5,5.5,0.458,0,0.3,0.095,2.5,5.1,0.481,0.461,1.1,1.3,0.843,0.8,1.2,2.1,0.7,0.6,0.1,1,1.7,6.2,0,0,0,0,0
42,"Antoine Carr","PF",27,78,1488,12.7,0.541,0.002,0.323,7.6,12.5,10,8.6,1,2.5,13.2,17,1.9,1.4,3.3,0.106,-0.7,0.4,-0.3,0.6,12,2.9,6,0.48,0,0,0,2.9,6,0.481,0.48,1.7,1.9,0.855,1.4,2.2,3.5,1.2,0.4,0.8,1.1,2.8,7.5,0,0,0,0,0
43,"Joe Barry Carroll","C",30,64,1996,14.2,0.497,0,0.272,6.4,20.4,13.2,8,1.7,2.4,13.6,21.5,0.1,2.2,2.3,0.056,-2.6,1.2,-1.4,0.3,62,5.7,12.7,0.448,0,0,NA,5.7,12.7,0.448,0.448,2.8,3.4,0.8,1.8,5.5,7.4,1.6,1.1,1.3,2.2,3,14.1,0,0,0,0,0
44,"Bill Cartwright","C",31,78,2333,11,0.535,0,0.401,7.8,17.7,12.9,5.4,0.4,1.1,17.4,20.1,0.1,2,2.1,0.042,-3.5,-1.3,-4.8,-1.7,76,4.7,9.8,0.475,0,0,NA,4.7,9.8,0.475,0.475,3,3.9,0.766,1.9,4.7,6.7,1.2,0.3,0.5,2.4,3,12.4,0,0,0,0,0
45,"Terry Catledge","PF",25,79,2077,12.6,0.518,0.007,0.373,11.6,18.8,15,5,1.1,0.7,13.1,17.6,1.4,1.9,3.3,0.077,-1.3,-0.6,-1.9,0,77,4.2,8.6,0.49,0,0.1,0.2,4.2,8.6,0.493,0.491,1.9,3.2,0.602,2.9,4.3,7.2,0.9,0.6,0.3,1.5,3.2,10.4,0,0,0,0,0
47,"Tom Chambers","PF",29,81,3002,19.3,0.547,0.052,0.364,5.3,18.4,12.1,11.1,1.3,1,10.8,28.2,5.1,4.1,9.2,0.146,1.2,0,1.2,2.4,81,9.6,20.3,0.471,0.3,1.1,0.326,9.2,19.2,0.479,0.48,6.3,7.4,0.851,1.8,6.7,8.4,2.9,1.1,0.7,2.9,3.3,25.7,0,0,0,0,0
49,"Rex Chapman","SG",21,75,2219,12.6,0.467,0.15,0.153,3.5,5.9,4.7,12.6,1.5,0.7,7.7,27.1,-0.7,0.4,-0.2,-0.005,-0.7,-2.5,-3.2,-0.7,44,7,16.9,0.414,0.8,2.5,0.314,6.2,14.4,0.431,0.437,2.1,2.6,0.795,1,1.5,2.5,2.3,0.9,0.3,1.5,2.2,16.9,0,0,0,0,0
50,"Maurice Cheeks","PG",32,71,2298,16.5,0.527,0.019,0.28,1.9,7.1,4.5,32.6,2.2,0.4,12.9,16.2,4.3,1,5.3,0.11,1.4,-1.5,-0.1,1.1,70,4.7,9.8,0.483,0,0.2,0.077,4.7,9.6,0.49,0.483,2.1,2.7,0.774,0.5,2,2.6,7.8,1.5,0.2,1.6,1.6,11.6,0,0,0,0,0
51,"Derrick Chievous","SF",21,81,1539,11.6,0.506,0.038,0.385,8.1,9.9,9,7.4,1.5,0.4,15.5,22.9,0,1.6,1.6,0.05,-2.5,-1.4,-3.9,-0.7,1,3.4,7.8,0.437,0.1,0.3,0.208,3.4,7.5,0.446,0.441,2.4,3,0.783,1.4,1.8,3.2,1,0.6,0.1,1.7,2,9.3,0,0,0,0,0
52,"Ben Coleman","PF",27,58,703,11.2,0.537,0,0.32,7.8,20.6,14.1,3.4,0.7,1.5,14.9,19.1,0.3,0.5,0.8,0.051,-3.4,-2.4,-5.8,-0.7,11,2,4.2,0.485,0,0,NA,2,4.2,0.485,0.485,1.1,1.3,0.792,0.8,2.2,3.1,0.3,0.2,0.3,0.8,2.1,5.1,0,0,0,0,0
53,"Steve Colter","PG",26,80,1425,14.1,0.503,0.055,0.365,4.6,9.6,7,21.2,2.3,0.6,10.8,16.7,1.8,1.3,3.1,0.105,-0.1,0,-0.1,0.7,5,2.5,5.7,0.444,0,0.3,0.12,2.5,5.4,0.463,0.447,1.6,2.1,0.749,0.8,1.5,2.3,2.8,0.9,0.2,0.8,2,6.7,0,0,0,0,0
54,"Dallas Comegys","PF",24,67,1119,11.9,0.532,0.006,0.472,10.5,12.5,11.5,3.7,1.7,3.4,17.1,17.3,0.3,1.1,1.4,0.06,-3,0.1,-2.9,-0.3,10,2.5,5.1,0.487,0,0,0,2.5,5.1,0.49,0.487,1.6,2.4,0.658,1.7,1.8,3.5,0.4,0.6,0.9,1.3,2.4,6.5,0,0,0,0,0
55,"Lester Conner","PG",29,82,2532,17.2,0.531,0.055,0.398,4.3,11.6,7.8,33.2,3.4,0.1,18.6,15.8,3.6,2.6,6.2,0.118,1.2,1.3,2.4,2.8,63,3.8,8.2,0.457,0.2,0.5,0.351,3.6,7.8,0.463,0.467,2.6,3.3,0.788,1.2,3.1,4.3,7.4,2.2,0.1,2.2,1.6,10.3,0,0,0,0,0
56,"Darwin Cook","SG",30,66,1143,11.8,0.495,0.086,0.163,3,7.2,5,15.6,2.8,0.5,14.7,20.3,-0.1,1.1,0.9,0.039,-2.3,-1.1,-3.3,-0.4,4,3.3,7.2,0.456,0.1,0.6,0.195,3.2,6.6,0.481,0.464,1,1.2,0.808,0.5,1.1,1.6,1.9,1.1,0.2,1.3,1.8,7.7,0,0,0,0,0
57,"Michael Cooper","SG",32,80,1943,11.9,0.549,0.425,0.188,2,8.5,5.5,20.3,1.8,0.9,14.9,13.4,2.6,1.8,4.4,0.11,0.7,-0.3,0.4,1.2,13,2.7,6.2,0.431,1,2.6,0.381,1.7,3.6,0.468,0.512,1,1.2,0.871,0.4,2,2.4,3.9,0.9,0.4,1.2,2.3,7.3,0,0,0,0,0
58,"Wayne Cooper","C",32,79,1864,13.6,0.53,0.009,0.239,11.1,23.8,17.1,5,0.9,6.4,13,11.6,1.9,3.1,5,0.128,-2.4,3.5,1,1.4,72,2.8,5.6,0.495,0,0.1,0.25,2.8,5.6,0.498,0.497,1,1.3,0.745,2.7,5.2,7.8,1,0.5,2.7,0.9,3.8,6.6,0,0,0,0,0
59,"Tyrone Corbin","SF",26,77,1655,14.7,0.592,0.004,0.394,11.8,13.7,12.8,8.9,2.3,0.4,14.7,15,3.1,2.3,5.4,0.156,1.9,1.8,3.6,2.3,30,3.2,5.9,0.54,0,0,0,3.2,5.9,0.542,0.54,1.8,2.3,0.788,2.3,2.9,5.2,1.5,1.1,0.2,1.2,2.9,8.2,0,0,0,0,0
60,"Dave Corzine","C",32,81,1483,10.8,0.497,0.018,0.218,7.4,16.8,12.3,9.5,1,1.8,16.2,16.6,-0.1,1.5,1.4,0.046,-3.5,0.2,-3.3,-0.5,7,2.5,5.4,0.461,0,0.1,0.25,2.5,5.3,0.465,0.464,0.9,1.2,0.74,1.1,2.8,3.9,1.3,0.4,0.6,1.1,1.7,5.9,0,0,0,0,0
63,"Terry Cummings","SF",27,80,2824,19.7,0.518,0.01,0.294,11.3,15.3,13.3,11.7,1.8,1.6,10.2,28.9,4.2,3.5,7.7,0.131,1.6,0,1.7,2.6,78,9.1,19.5,0.467,0.1,0.2,0.467,9,19.4,0.467,0.469,4.5,5.8,0.787,3.5,4.6,8.1,2.5,1.3,0.9,2.5,3.3,22.9,0,0,0,0,0
64,"Earl Cureton","C",31,82,2047,10.1,0.512,0.002,0.265,9.7,17.1,13.2,8.4,1.2,1.8,18,12.7,0.3,1.2,1.5,0.035,-2.2,1.7,-0.5,0.8,41,2.8,5.7,0.501,0,0,0,2.8,5.7,0.502,0.501,0.8,1.5,0.537,2.3,3.7,6,1.6,0.6,0.7,1.4,2.8,6.5,0,0,0,0,0
66,"Quintin Dailey","SG",28,69,1722,16.3,0.511,0.009,0.297,4.3,8.4,6.3,14.2,2.4,0.2,10.1,27.7,1.1,1,2,0.056,-0.3,-2.4,-2.8,-0.3,51,6.5,14,0.465,0,0.1,0.111,6.5,13.8,0.468,0.465,3.1,4.1,0.759,1,2,3,2.2,1.3,0.1,1.8,2.2,16.1,0,0,0,0,0
67,"Adrian Dantley","SF",32,73,2422,17.4,0.581,0.001,0.595,5.5,9,7.3,10.9,0.9,0.3,11.9,24.3,5.5,1.9,7.4,0.147,1.5,-1.3,0.2,1.4,67,6.4,13.1,0.493,0,0,0,6.4,13.1,0.493,0.493,6.3,7.8,0.81,1.6,2.7,4.3,2.3,0.6,0.2,2.2,2.5,19.2,0,0,0,0,0
68,"Brad Daugherty","C",23,78,2821,18.5,0.594,0.003,0.518,7.1,20.9,14.4,14.8,1.1,0.8,15.6,22.2,5,4.6,9.6,0.164,1.2,1.4,2.6,3.3,78,7,13,0.538,0,0,0.333,7,12.9,0.538,0.538,4.9,6.7,0.737,2.1,7.1,9.2,3.7,0.8,0.5,2.9,2.2,18.9,0,0,0,0,0
69,"Brad Davis","PG",33,78,1395,13.3,0.574,0.269,0.325,1.1,7.3,4.3,25.2,1.7,0.8,17.5,16.3,1.8,1,2.7,0.094,-0.2,-1.8,-2,0,4,2.3,4.9,0.483,0.4,1.3,0.314,1.9,3.6,0.545,0.525,1.3,1.6,0.805,0.2,1.2,1.4,3.1,0.6,0.2,1.2,1.9,6.4,0,0,0,0,0
72,"Walter Davis","SG",34,81,1857,16.7,0.544,0.064,0.185,2.2,6.5,4.2,15.3,1.7,0.2,10.2,26.7,2.1,1.4,3.5,0.092,0.6,-3.1,-2.5,-0.2,0,6.6,13.3,0.498,0.2,0.9,0.29,6.4,12.4,0.512,0.507,2.2,2.5,0.879,0.5,1.4,1.9,2.3,0.9,0.1,1.6,2.3,15.6,0,0,0,0,0
75,"Vinny Del Negro","SG",22,80,1556,12.7,0.52,0.04,0.199,3.3,8.6,5.9,19,2,0.5,12.3,16.4,1.5,1,2.5,0.077,-1.2,-0.6,-1.8,0.1,2,3,6.3,0.475,0.1,0.3,0.3,2.9,6,0.482,0.481,1.1,1.3,0.85,0.6,1.5,2.1,2.6,0.8,0.2,1,2,7.1,0,0,0,0,0
79,"Clyde Drexler","SG",26,78,3064,23.6,0.555,0.062,0.328,9.9,11.9,10.9,22.2,3.2,1,11.6,27.2,8.8,3.8,12.6,0.197,5.9,1.5,7.3,7.2,78,10.6,21.4,0.496,0.3,1.3,0.26,10.3,20.1,0.511,0.504,5.6,7,0.799,3.7,4.2,7.9,5.8,2.7,0.7,3.2,3.4,27.2,0,0,0,0,0
80,"Kevin Duckworth","C",24,79,2662,13.9,0.531,0.002,0.369,9.7,16.4,12.9,3.1,1,1.1,12.9,22.4,2.5,2.3,4.8,0.086,-1.7,-2,-3.7,-1.1,79,7,14.7,0.477,0,0,0,7,14.7,0.478,0.477,4.1,5.4,0.757,3.1,4.9,8,0.8,0.7,0.6,2.5,3.8,18.1,0,0,0,0,0
81,"Chris Dudley","C",23,61,544,8.7,0.43,0.006,0.637,15.8,16.7,16.3,5.2,0.8,2.4,17,20.2,-0.7,0.8,0.1,0.011,-5,-0.6,-5.6,-0.5,2,1.2,2.8,0.435,0,0,0,1.2,2.7,0.437,0.435,0.6,1.8,0.364,1.2,1.4,2.6,0.3,0.1,0.4,0.7,1.3,3,0,0,0,0,0
82,"Joe Dumars","SG",25,69,2408,16.8,0.571,0.032,0.339,2.8,5.2,4,24.3,1.3,0.1,14.6,21.6,4.8,2.2,7,0.14,2,-0.8,1.1,1.9,67,6.6,13.1,0.505,0.2,0.4,0.483,6.4,12.7,0.506,0.513,3.8,4.4,0.85,0.8,1.7,2.5,5.7,0.9,0.1,2.6,1.5,17.2,0,0,0,0,0
85,"Ledell Eackles","SG",22,80,1459,15.2,0.519,0.055,0.473,7.2,6.2,6.7,12.6,1.3,0.2,12.6,27.8,1.4,0.8,2.1,0.07,0,-3,-3,-0.4,6,4,9.2,0.434,0.1,0.5,0.225,3.9,8.7,0.447,0.441,3.4,4.3,0.786,1.3,1,2.3,1.5,0.5,0.1,1.6,2,11.5,0,0,0,0,0
86,"Mark Eaton","C",32,82,2914,10.6,0.513,0,0.491,9.4,21.8,16.1,3.8,0.7,6.5,22.3,9.2,0,6.5,6.6,0.108,-3.1,6.1,3,3.7,82,2.3,5,0.462,0,0,NA,2.3,5,0.462,0.462,1.6,2.4,0.66,2.8,7.5,10.3,1,0.5,3.8,1.7,3.5,6.2,0,0,1,0,0
87,"James Edwards","C",33,76,1254,11.6,0.547,0.005,0.46,6.4,14,10.4,5.7,0.4,1.5,12.4,19.8,1.3,1.5,2.8,0.109,-1.9,-0.5,-2.4,-0.1,1,2.8,5.6,0.5,0,0,0,2.8,5.5,0.502,0.5,1.8,2.6,0.686,0.9,2.1,3,0.6,0.1,0.4,0.9,3,7.3,0,0,0,0,0
88,"Kevin Edwards","SG",23,79,2349,12.6,0.46,0.033,0.175,3.9,8.8,6.3,24.3,2.9,0.7,17.1,24.8,-2.3,2.2,-0.2,-0.003,-2.1,0,-2.1,-0.1,62,5.9,14,0.425,0.1,0.5,0.27,5.8,13.5,0.431,0.43,1.8,2.4,0.746,1.1,2.2,3.3,4.4,1.8,0.3,3.1,1.9,13.8,0,0,0,0,0
89,"Craig Ehlo","SG",27,82,1867,13.7,0.528,0.191,0.223,6.4,11.2,8.9,19.2,2.9,0.6,16.8,15.7,1.5,3.1,4.6,0.118,0.3,2,2.3,2,4,3,6.4,0.475,0.5,1.2,0.39,2.6,5.2,0.495,0.512,0.9,1.4,0.607,1.2,2.4,3.6,3.2,1.3,0.2,1.4,2,7.4,0,0,0,0,0
90,"Dale Ellis","SG",28,82,3190,19.7,0.589,0.198,0.27,5.3,6.7,6,8.1,1.6,0.4,10.2,26.6,9.2,1.6,10.8,0.163,4.6,-2.6,2.1,3.3,82,10.5,20.9,0.501,2,4.1,0.478,8.5,16.7,0.507,0.549,4.6,5.6,0.816,1.9,2.3,4.2,2,1.3,0.3,2.7,2.4,27.5,0,0,0,0,0
92,"Alex English","SF",35,82,2990,19,0.531,0.004,0.201,4.8,6.5,5.6,19.7,1,0.2,8.8,28.8,5.1,1.7,6.8,0.11,2.5,-2.7,-0.2,1.3,82,11.3,22.9,0.491,0,0.1,0.25,11.2,22.8,0.492,0.492,4,4.6,0.858,1.8,2.2,4,4.7,0.8,0.1,2.4,2.1,26.5,0,0,0,0,0
93,"Patrick Ewing","C",26,80,2896,22.1,0.607,0.005,0.378,8,20.7,14.2,9.5,1.9,5.6,15.1,23.6,6.2,4.7,10.9,0.181,1.5,3.2,4.7,4.9,80,9.1,16,0.567,0,0.1,0,9.1,16,0.57,0.567,4.5,6.1,0.746,2.7,6.6,9.3,2.4,1.5,3.5,3.3,3.9,22.7,0,0,0,0,0
95,"Dave Feitl","C",26,57,828,8.7,0.485,0.004,0.244,8.7,18.3,13.3,5.8,1,1.3,18.1,17.4,-0.4,0.8,0.4,0.022,-4.3,-0.5,-4.8,-0.6,36,2,4.7,0.436,0,0,0,2,4.6,0.438,0.436,0.9,1.1,0.831,1.2,2.3,3.5,0.6,0.3,0.3,1.1,2.4,5,0,0,0,0,0
98,"Vern Fleming","PG",26,76,2552,15.8,0.572,0.028,0.373,3.9,9.2,6.7,28.1,1.5,0.3,16.8,18.7,4.6,1.1,5.6,0.106,1.7,-0.8,0.8,1.8,69,5.5,10.7,0.515,0,0.3,0.13,5.5,10.4,0.526,0.517,3.2,4,0.799,1.1,3,4.1,6.5,1,0.2,2.5,2.8,14.3,0,0,0,0,0
99,"Sleepy Floyd","PG",28,82,2788,16.4,0.565,0.327,0.346,1.9,9.9,5.9,35.5,2.1,0.2,19.7,18.5,4.4,3.3,7.7,0.133,2.3,-0.7,1.5,2.5,82,4.8,10.9,0.443,1.3,3.6,0.373,3.5,7.3,0.478,0.504,3.2,3.8,0.845,0.6,3.1,3.7,8.6,1.5,0.1,3.1,2.4,14.2,0,0,0,0,0
104,"Winston Garland","PG",24,79,2661,14.7,0.483,0.04,0.234,3.8,8.5,6.2,24.9,2.9,0.3,13.6,19.5,1.9,2.6,4.5,0.082,0,0.1,0,1.4,79,5.9,13.6,0.434,0.1,0.5,0.233,5.8,13.1,0.442,0.439,2.6,3.2,0.809,1.3,2.9,4.2,6.4,2.2,0.2,2.4,2.7,14.5,0,0,0,0,0
105,"Tom Garrick","SG",22,71,1499,11,0.547,0.036,0.354,2.6,8.5,5.6,21,2.4,0.3,21.9,14,0.5,0.9,1.4,0.044,-2.4,-0.7,-3.1,-0.4,20,2.5,5.1,0.49,0,0.2,0,2.5,4.9,0.509,0.49,1.4,1.8,0.803,0.5,1.7,2.2,3.4,1.1,0.1,1.6,2,6.4,0,0,0,0,0
